,a,b,g,d,l,k,r_V1,r_V2,r_I,distances
139,0.92,0.3641876209379863,0.14700130111269138,0.9969546545064998,0.07763554778251752,0.047619047619047616,0.1946604537445652,0.032290389735020436,0.09813697372258512,0.04610099559324146
140,0.92,0.44797411247109303,0.09741662521782038,0.8025867776196721,0.17770751348405783,0.047619047619047616,0.2784150643774366,0.09032588654031838,0.09920284767795878,0.06378336082447814
141,0.92,0.3062138725414044,0.17703256009419394,0.10068642763073066,0.008620833538231093,0.047619047619047616,0.24533780652627235,0.2185199578687312,0.04864419394520076,0.0638049667613788
142,0.92,0.16952859355831884,0.06002678058472775,0.7080421858932661,0.05543025408052776,0.047619047619047616,0.10113165628591593,0.018411543577693448,0.10877740047032029,0.06487950351236846
143,0.92,0.1338634728383249,0.18531667347286812,0.09622487354246267,0.22558917990355412,0.047619047619047616,0.26962038290976525,0.2070695833987078,0.11038494332333466,0.06312199818782628
144,0.92,0.4763669865995273,0.09162484383687085,0.9306171068005202,0.21445676720027654,0.047619047619047616,0.20521931121830772,0.16410003708029314,0.10748189736820254,0.06471998547739467
145,0.92,0.16271098459634625,0.1704321810052301,0.3247319551319867,0.04053720853776771,0.047619047619047616,0.29421597123046833,0.1013728354913074,0.12079050041397661,0.06878432563527363
146,0.92,0.47977721687099734,0.16513043475066086,0.8038588685713425,0.052288087322497206,0.047619047619047616,0.18053050707722468,0.126952522812884,0.09193741679561596,0.04605000829416452
147,0.92,0.4566526880551116,0.22213118937765808,0.7456281531498613,0.09496764293138032,0.047619047619047616,0.05765127099641086,0.03384455103596335,0.08641324441534672,0.06288027082319095
148,0.92,0.24571183761271753,0.09276218382893281,0.74524841363849,0.12731457861327958,0.047619047619047616,0.15037179452412971,0.12716221071393913,0.11037369658266516,0.05259687302695728
149,0.92,0.32780072347781936,0.23572332049245864,0.6207363430921536,0.04482628530314764,0.047619047619047616,0.0744134349684681,0.029446371695102818,0.09174582377629487,0.05779246113063742
150,0.92,0.1444197822776896,0.15854822239827931,0.3377456495832406,0.15738038289898443,0.047619047619047616,0.04802578913263308,0.007582752892143762,0.09405760207418694,0.05990896587139737
151,0.92,0.28078115317418484,0.23658181490147517,0.5742794597391396,0.08802247532716576,0.047619047619047616,0.01820261584839472,0.003349004883452712,0.08300108538295024,0.06233527207910335
152,0.92,0.3490507009116989,0.054179261041741894,0.9547475165393111,0.12213435148124316,0.047619047619047616,0.12701220807772942,0.09134216516025326,0.10760830144885576,0.060552627147338695
153,0.92,0.44888268905390016,0.17945040444868898,0.6625612164014409,0.16188268960436245,0.047619047619047616,0.21866464773736724,0.05806091125405408,0.10214217115883342,0.07581713455961689
154,0.92,0.129741108811384,0.06787644426190419,0.9940179609095716,0.20272843631737708,0.047619047619047616,0.0372044208320918,0.017189198144105796,0.09777270993213123,0.04516823934193865
155,0.92,0.19558606196268785,0.24136346508868817,0.4478762953695271,0.20251232257094218,0.047619047619047616,0.1176816546301876,0.03273764546668288,0.10334619430143417,0.06070564634065715
156,0.92,0.16492047045601943,0.17953815178048038,0.7184008651362042,0.03722122583559437,0.047619047619047616,0.12357884338396159,0.11085447616771478,0.09342971229899774,0.06275607896206108
157,0.92,0.06793974438127455,0.06458335360344324,0.5990620845391309,0.18714026965038172,0.047619047619047616,0.16065515629731864,0.005412711892870676,0.09035505081907402,0.06458766725740096
158,0.92,0.21599548047539724,0.1726351251718206,0.9542378568876838,0.1555169992273975,0.047619047619047616,0.2504851136468032,0.1636106491914812,0.1127018610516167,0.053034855080350336
